class,cap-diameter,stem-width,stem-height,weight
edible,1.49,1.44,5.2,157
edible,5.95,12.03,6.12,81
edible,3.95,7.81,5.69,165
edible,5.4,13.41,4.91,76
edible,6.4,7.99,3.48,73
edible,8.35,29.24,6.65,10
edible,3.49,7.78,3.08,27
edible,3.69,6.13,4.86,162
edible,4.12,3.52,5.53,58
edible,0.91,0.98,5.22,91
edible,4.67,3.93,6.79,15
edible,7.46,11.51,5.53,163
edible,13.86,29.28,7.22,138
edible,7.13,13.02,6.07,15
edible,11.02,21.05,6.17,81
edible,8.85,9.72,5.57,16
edible,4.56,12.65,5.39,198
edible,1.17,1.02,4.82,57
edible,4.43,3.5,5.12,103
edible,14.1,18.85,22.47,40
edible,5.61,20.61,5.35,149
edible,3.52,6.36,4.75,32
edible,10.31,21.84,7.08,154
edible,6.23,12.95,12.44,106
edible,7.49,14.57,7.1,11
edible,5.57,9.02,4.87,19
edible,12.63,16.64,9.87,143
edible,5.26,57.13,7.87,28
edible,6.34,10.26,5.1,199
edible,5.9,9.1,4.32,34
edible,3.77,6.67,5.69,70
edible,5.25,14.46,4.63,65
edible,1.46,2.63,5.24,82
edible,7.82,16.46,7.19,45
edible,12.17,15.62,10.6,86
edible,22.23,70.38,17.12,55
edible,7.31,9.92,5.79,176
edible,5.12,10.65,8.14,99
edible,5.11,7.54,3.99,17
edible,7.28,16.44,5.84,94
edible,5.67,10.05,8.69,144
edible,3.58,6.1,5.75,86
edible,7.21,9.91,6.7,13
edible,4.2,28.31,6.39,52
edible,8.36,16.22,7.4,53
edible,1.4,1.53,4.84,57
edible,4.71,7.79,3.96,188
edible,6.78,23.47,5.1,44
edible,6.67,11.54,5.41,111
edible,8.13,13.22,3.45,28
edible,9.25,26.32,7.28,112
edible,5.19,12.1,5.99,37
edible,3.29,4.89,5.88,27
edible,8.12,16.34,6.54,81
edible,6.22,10.1,6.06,58
edible,2.8,5.08,7.21,57
edible,6.11,10.84,3.8,53
edible,8.14,9.74,6.48,82
edible,3.1,6.63,3.87,84
edible,6.99,19.13,6.97,181
edible,8.88,17.47,5.43,106
edible,10.33,21.48,7.05,126
edible,16.4,31.84,14.9,192
edible,16.92,22.11,7.05,107
edible,6.57,13.32,5.93,94
edible,10.67,21.42,7.4,94
edible,8.14,11.48,8.21,197
edible,1.18,1.06,5.29,164
edible,4.24,7.49,7.9,125
edible,1.18,1.53,5.44,153
edible,52.41,25.02,5.47,150
edible,5.54,15.48,5.87,64
edible,6.83,13.76,4.34,126
edible,6.58,13.9,6.66,145
edible,8.5,14.8,8.02,156
edible,6.55,14.65,6.28,34
edible,7.24,10.15,6.9,134
edible,7.66,25.93,13.16,87
edible,1.64,2.3,7.27,115
edible,3.67,6.98,5.3,112
edible,2.29,3.12,5.88,115
edible,7.21,12.22,5.62,29
edible,6.55,6.84,7.94,54
edible,4.76,8.65,4.18,18
edible,0.54,0.91,5.14,138
edible,4.49,7.16,6.01,80
edible,5.29,4.87,5.63,88
edible,11.76,25.13,7.46,91
edible,3.87,6.42,3.74,162
edible,7.88,15.81,6.88,34
edible,9.13,26.36,6.99,170
edible,3.13,3.28,6.76,62
edible,4.32,12.53,5.45,98
edible,5.45,11.47,3.85,45
edible,15.39,15.94,9.59,98
edible,3.05,5.99,6.1,61
edible,8.9,26.38,7.22,168
edible,3.55,2.98,5.99,68
edible,1.59,1.7,5.29,102
edible,5.84,10.42,6.54,20
edible,22.2,82.94,15.47,92
edible,10.82,23.97,5.8,82
edible,11.36,16.39,10.05,94
edible,3.01,5.95,5.25,76
edible,1.06,1.06,5.63,18
edible,5.33,15.92,8.14,35
edible,2.63,5.56,6.43,70
edible,5.28,8.04,7.91,116
edible,6.01,11.26,5.75,72
edible,8.75,15.08,6.74,197
edible,11.78,22.92,9.46,59
edible,7.38,9.5,5.74,127
edible,6.57,11.84,11.11,172
edible,3.8,3.88,6.6,157
edible,7.06,11.92,8.89,29
edible,5.84,9.84,5.25,135
edible,6.87,12.93,5.17,73
edible,12.74,16.01,6.34,106
edible,7.59,24.76,11.72,122
edible,3.84,5.89,3.59,30
edible,7.72,16.22,8.02,44
edible,19.32,35.81,15.32,42
edible,9.67,19.26,7.69,170
edible,4.14,3.63,5.78,11
edible,19.09,35.81,15.64,162
edible,9.02,26.37,5.17,124
edible,13.25,17.92,11.53,151
edible,10.95,20.81,6.78,39
edible,6.98,12.06,5.3,165
edible,7.18,12.29,6.04,165
edible,2.56,4.45,6.69,82
edible,3.39,5.83,4.11,42
edible,4.67,10.28,5.09,142
edible,1.55,2.46,5.24,189
edible,6.17,10.75,7.09,32
edible,5.31,43.2,6.45,104
edible,6.91,8.32,5.6,42
edible,7.28,11.22,3.73,148
edible,1.36,0.97,5.38,128
edible,9.11,18.37,11.84,153
edible,3.64,9.78,4.85,96
edible,53.09,20.55,4.76,101
edible,20.28,67.38,18.31,10
edible,9.08,13.04,5.81,173
edible,7.06,10.51,6.05,131
edible,6.97,4.88,6.12,19
edible,5.59,4.69,6.53,112
edible,8.64,19.89,7.54,135
edible,2.76,5.54,3.21,47
edible,10.41,18.67,9.53,51
edible,4.77,4.06,5.98,103
edible,8.95,13.74,7.91,18
edible,10.24,27.54,7.78,198
edible,39.76,21.28,3.65,161
edible,3.2,5.38,4.45,136
edible,10.0,17.79,8.98,158
edible,1.55,1.98,6.13,119
edible,10.2,16.41,5.18,144
edible,1.63,1.63,5.43,6
edible,1.75,2.44,5.07,149
edible,4.86,11.68,6.54,39
edible,4.87,8.23,6.25,14
edible,12.09,22.85,9.16,116
edible,9.08,20.19,7.65,175
edible,5.66,11.49,7.91,25
edible,11.21,16.44,9.45,19
edible,5.23,8.21,5.92,167
edible,3.89,6.66,5.88,116
edible,7.62,11.42,5.79,130
edible,7.92,13.79,9.42,89
edible,2.91,3.2,6.74,89
edible,7.75,12.45,5.76,192
edible,8.4,17.48,9.25,176
edible,8.75,12.81,13.66,9
edible,7.23,9.42,3.56,121
edible,11.72,17.14,11.44,150
edible,5.7,12.98,5.58,153
edible,7.13,9.69,4.48,76
edible,6.07,8.16,4.68,78
edible,3.46,7.85,7.37,55
edible,18.87,33.57,15.09,173
edible,6.0,14.26,6.43,28
edible,6.64,9.35,6.94,156
edible,5.55,12.25,5.94,42
edible,14.68,18.42,10.43,48
edible,9.67,16.86,9.61,189
edible,2.63,4.58,7.13,191
edible,15.68,28.78,11.0,166
edible,19.32,33.52,16.38,79
edible,6.2,13.23,5.17,99
edible,12.47,20.87,7.4,27
edible,9.82,23.43,4.95,128
edible,4.61,5.89,8.33,90
edible,7.04,9.92,6.4,47
edible,6.38,5.98,8.59,44
edible,8.25,23.55,6.66,51
edible,10.87,23.68,4.95,173
edible,5.45,10.24,3.92,179
edible,3.15,6.07,5.67,24
edible,8.89,14.9,6.5,113
edible,12.74,18.2,7.28,197
edible,24.36,22.04,33.25,72
edible,5.73,13.51,6.42,28
edible,19.64,35.28,17.52,40
edible,7.57,8.7,5.34,49
edible,3.69,2.46,4.56,134
edible,6.91,19.38,7.05,32
edible,3.37,6.44,4.35,158
edible,16.14,25.58,8.94,27
edible,1.35,2.3,4.55,168
edible,5.75,11.96,5.32,95
edible,14.25,65.7,13.66,138
edible,9.58,21.12,9.01,167
edible,8.47,30.05,7.53,107
edible,3.68,4.17,6.63,42
edible,10.05,21.09,8.39,167
edible,10.6,20.19,7.14,98
edible,4.29,8.34,6.54,57
edible,11.17,20.1,8.73,42
edible,5.77,14.73,6.72,191
edible,8.24,9.75,3.53,47
edible,11.0,26.31,8.14,107
edible,1.21,1.73,2.99,118
edible,22.36,66.32,13.73,8
edible,6.15,50.44,7.01,9
edible,10.44,12.18,18.71,72
edible,1.46,2.51,4.97,127
edible,16.23,18.49,11.8,177
edible,8.24,11.99,17.01,84
edible,4.02,2.69,4.33,157
edible,5.81,48.18,6.76,15
edible,6.43,9.3,3.42,161
edible,9.2,17.46,6.4,166
edible,7.86,28.51,6.9,146
edible,7.99,13.61,8.45,124
edible,10.51,15.72,8.76,156
edible,6.85,13.05,5.73,191
edible,10.28,11.95,8.36,171
edible,12.95,17.16,16.43,30
edible,2.6,3.78,6.19,175
edible,8.83,14.22,4.18,40
edible,4.24,8.12,6.79,171
edible,11.05,19.26,9.74,193
edible,8.57,14.92,6.96,148
edible,2.17,4.09,6.89,126
edible,1.49,2.51,5.24,63
edible,53.83,21.04,6.45,100
edible,4.39,67.74,7.43,10
edible,14.21,19.55,21.48,102
edible,9.62,21.19,7.18,60
edible,4.87,8.31,7.08,140
edible,9.05,14.86,9.96,98
edible,3.51,3.43,6.88,31
edible,3.87,6.86,5.09,159
edible,4.31,12.26,6.14,124
edible,9.17,36.15,7.46,178
edible,6.51,12.08,6.09,173
edible,6.86,10.39,5.57,29
edible,9.54,23.27,6.17,90
edible,6.17,11.64,5.02,150
edible,4.23,10.59,5.98,16
edible,8.96,20.4,5.23,91
edible,10.25,20.53,3.68,183
edible,2.55,3.2,5.63,113
edible,7.29,12.48,7.75,171
edible,8.65,18.08,6.75,93
edible,6.92,10.18,7.41,14
edible,4.05,7.18,4.63,78
edible,1.2,1.61,5.27,81
edible,3.62,7.4,3.65,58
edible,7.63,15.93,6.67,161
edible,4.44,6.29,7.43,106
edible,4.1,7.79,4.2,173
edible,3.04,10.07,4.43,141
edible,7.57,15.3,5.21,195
edible,11.83,27.64,7.96,169
edible,5.32,11.8,5.28,146
edible,5.48,11.92,3.77,105
edible,1.53,1.9,5.93,77
edible,2.83,4.36,5.65,76
edible,7.78,16.2,6.2,171
edible,7.96,11.17,12.37,172
edible,7.7,19.63,7.16,58
edible,9.15,23.39,4.31,7
edible,7.24,16.33,6.06,187
edible,3.95,7.17,6.22,115
edible,10.65,19.0,9.71,165
edible,3.45,10.01,7.89,100
edible,11.35,20.02,8.17,75
edible,8.37,17.91,8.87,23
edible,4.69,18.45,4.43,38
edible,4.6,9.22,4.2,54
edible,5.78,11.57,5.7,179
edible,52.87,25.91,6.38,50
edible,3.56,8.71,7.51,188
edible,6.94,12.14,5.54,189
edible,7.22,12.63,8.72,87
edible,10.2,21.37,6.73,55
edible,6.12,14.88,5.59,58
edible,7.74,25.34,11.98,94
edible,6.97,15.82,7.35,85
edible,4.7,48.52,5.96,122
edible,4.12,10.99,5.75,160
edible,10.13,17.86,9.03,23
edible,3.74,10.93,5.47,31
edible,4.28,12.91,4.73,180
edible,10.34,18.16,9.58,151
edible,9.55,16.45,8.51,183
edible,17.02,54.4,12.15,11
edible,4.04,5.99,6.03,161
edible,3.36,5.69,4.58,175
edible,10.71,21.47,7.72,73
edible,0.91,0.87,4.82,98
edible,22.32,65.76,16.72,117
edible,4.47,7.76,5.72,111
edible,16.83,21.05,26.42,124
edible,0.95,1.08,5.69,190
edible,2.54,5.34,3.59,140
edible,9.55,15.88,10.59,174
edible,6.43,10.0,5.35,46
edible,3.22,2.73,3.73,17
edible,3.3,5.76,6.86,158
edible,4.02,3.58,5.03,22
edible,7.37,15.4,6.04,46
edible,23.96,20.56,30.4,55
edible,1.28,1.8,5.32,117
edible,3.5,6.55,4.39,148
edible,2.86,6.67,4.75,105
edible,2.95,3.14,5.12,7
edible,2.59,3.95,7.21,83
edible,12.55,16.97,7.97,102
edible,13.33,16.12,8.14,177
edible,8.03,14.51,4.38,154
edible,8.17,26.79,6.79,27
edible,14.32,23.35,8.18,63
edible,8.38,15.9,7.78,194
edible,9.9,20.77,5.03,117
edible,8.54,17.4,6.39,72
edible,6.88,12.48,5.66,58
edible,5.31,8.58,5.2,61
edible,1.3,1.49,4.86,155
edible,1.45,2.67,5.54,115
edible,7.41,10.78,14.0,64
edible,8.38,31.27,7.22,77
edible,3.56,8.04,3.5,59
edible,5.45,20.85,5.93,121
edible,16.5,32.6,14.23,67
edible,9.1,18.62,8.87,188
edible,4.63,8.14,6.15,59
edible,1.56,2.42,5.37,29
edible,5.71,5.74,6.23,30
edible,3.06,5.35,5.61,181
edible,6.8,16.34,6.93,67
edible,10.96,18.5,6.73,177
edible,3.6,3.9,6.04,77
edible,12.74,21.69,7.05,83
edible,5.38,12.45,12.71,171
edible,2.74,6.99,4.41,69
edible,10.53,22.57,7.37,73
edible,5.94,12.63,12.28,188
edible,2.81,6.68,6.17,13
edible,5.93,12.15,4.25,160
edible,4.35,7.35,6.17,177
edible,3.07,3.42,6.97,30
edible,4.14,4.93,7.25,32
edible,1.91,2.59,5.2,44
edible,15.88,16.79,8.89,147
edible,11.05,24.9,7.79,138
edible,8.5,18.35,8.58,31
edible,7.73,13.37,4.49,42
edible,2.2,4.41,5.85,89
edible,7.42,33.42,6.54,68
edible,5.27,11.5,4.37,34
edible,2.59,4.73,4.1,103
edible,55.1,42.45,7.7,135
edible,7.04,14.27,7.46,194
edible,54.6,41.62,6.54,16
edible,3.41,9.95,4.18,95
edible,7.26,23.97,10.03,34
edible,10.89,19.38,4.74,42
edible,10.18,13.61,8.22,89
edible,4.82,13.22,5.24,64
edible,6.2,10.97,4.33,42
edible,7.59,13.81,6.72,108
edible,2.9,4.58,4.85,147
edible,15.74,17.56,10.4,150
edible,4.74,5.88,7.77,184
edible,6.94,11.78,5.52,33
edible,19.57,25.43,8.03,116
edible,7.99,27.34,5.74,192
edible,10.48,16.48,8.77,25
edible,4.57,7.85,5.47,149
edible,1.52,2.51,4.79,150
edible,5.9,9.24,6.33,189
edible,1.57,1.69,5.05,123
edible,1.4,1.87,6.46,169
edible,6.09,12.82,5.82,64
edible,54.81,25.02,5.47,170
edible,2.94,5.27,2.93,144
edible,7.89,16.49,6.78,117
edible,5.97,7.28,5.18,133
edible,3.92,3.95,5.53,62
edible,5.22,6.04,5.58,7
edible,6.81,10.26,6.25,195
edible,3.35,3.12,6.94,153
edible,6.5,12.85,5.6,27
edible,3.18,3.8,6.94,141
edible,6.33,9.84,6.67,87
edible,6.25,10.93,5.13,59
edible,9.0,12.69,2.59,114
edible,6.71,10.13,5.21,120
edible,11.19,16.54,2.34,151
edible,8.84,14.13,7.13,66
edible,6.87,11.56,4.87,91
edible,4.89,7.28,5.01,171
edible,3.55,7.11,4.93,104
edible,4.61,14.85,7.57,31
edible,7.38,16.13,8.28,178
edible,3.87,6.61,3.68,38
edible,9.96,17.7,7.11,37
edible,8.2,20.34,6.32,96
edible,1.3,1.1,4.24,100
edible,7.67,9.46,6.03,182
edible,5.42,14.32,3.91,152
edible,11.4,25.89,5.73,172
edible,3.55,7.52,5.66,99
edible,6.25,63.61,8.29,190
edible,3.76,3.77,7.91,163
edible,7.57,16.8,6.33,42
edible,3.73,3.75,6.15,177
edible,7.14,12.98,9.07,45
edible,3.21,5.43,3.27,141
edible,3.63,6.69,4.97,141
edible,3.17,9.95,4.7,195
edible,8.31,9.99,3.53,83
edible,6.38,16.14,6.62,132
edible,1.06,0.97,4.93,26
edible,7.18,10.04,6.09,20
edible,5.37,5.1,5.61,36
edible,3.61,7.0,4.85,198
edible,11.17,12.34,19.57,146
edible,1.33,1.4,5.1,42
edible,9.23,20.78,4.5,102
edible,9.31,13.21,7.29,140
edible,2.79,10.24,4.53,25
edible,4.92,12.26,4.32,60
edible,7.48,8.49,3.57,50
edible,8.29,17.54,6.32,47
edible,20.02,71.4,16.24,124
edible,8.08,17.23,5.26,50
edible,4.05,3.04,4.28,52
edible,4.69,9.08,7.62,88
edible,7.0,12.18,5.35,35
edible,12.15,18.67,11.85,165
edible,11.01,22.55,9.04,176
edible,6.69,10.47,6.45,75
edible,5.59,7.7,4.28,12
edible,5.81,9.86,4.97,134
edible,3.86,6.84,4.88,149
edible,4.19,6.73,4.79,56
edible,10.83,15.71,8.75,49
edible,45.56,34.19,6.26,41
edible,9.56,17.72,7.17,174
edible,5.2,7.54,4.37,48
edible,10.83,22.66,7.84,121
edible,8.38,15.88,5.98,42
edible,8.53,18.98,7.32,103
edible,4.28,9.15,6.74,128
edible,7.6,14.2,6.43,10
edible,8.28,19.63,5.06,72
edible,4.54,3.51,5.17,183
edible,6.2,9.36,5.55,105
edible,8.42,15.53,8.06,167
edible,11.3,16.5,9.48,190
edible,3.76,3.38,5.54,189
edible,6.16,12.76,5.95,138
edible,3.25,7.74,6.06,17
edible,7.5,13.39,5.05,191
edible,7.31,11.83,4.6,34
edible,6.67,9.92,5.63,104
edible,10.34,11.79,16.75,6
edible,4.76,4.83,6.3,62
edible,5.72,11.36,5.21,40
edible,1.44,1.56,4.93,76
edible,5.38,8.62,6.64,177
edible,1.7,2.03,6.93,141
edible,3.6,3.29,5.51,130
edible,3.49,3.38,7.61,197
edible,11.53,20.5,12.57,81
edible,8.34,12.27,5.11,54
edible,7.82,10.71,6.77,36
edible,2.4,6.24,4.15,102
edible,3.05,6.5,4.44,47
edible,1.31,1.23,4.87,129
edible,10.34,17.16,8.98,99
edible,7.43,13.48,5.98,82
edible,6.02,9.91,6.8,58
edible,5.06,14.04,6.17,51
edible,4.32,3.5,6.37,18
edible,2.94,5.31,4.07,180
edible,6.05,16.3,2.94,59
edible,11.3,18.29,12.04,161
edible,8.95,14.11,7.86,179
edible,6.68,13.16,6.43,67
edible,7.11,13.7,5.18,23
edible,4.83,10.55,5.23,95
edible,6.22,11.31,5.84,141
edible,9.46,10.55,7.37,105
edible,4.82,12.55,5.69,41
edible,8.14,29.34,14.3,111
edible,1.13,1.05,5.24,96
edible,9.49,17.99,8.52,56
edible,7.26,10.7,6.27,189
edible,7.52,13.73,8.19,32
edible,8.79,18.76,6.43,40
edible,4.01,54.72,6.94,120
edible,5.89,8.56,5.85,68
edible,4.98,6.12,5.5,22
edible,3.59,4.87,3.17,93
edible,4.69,3.78,6.49,167
edible,7.39,26.04,11.98,82
edible,6.98,17.43,7.7,171
edible,4.85,8.25,7.2,94
edible,3.44,7.88,6.58,12
edible,26.44,86.85,18.13,19
edible,12.69,18.01,8.76,11
edible,9.98,21.17,7.69,21
edible,4.43,5.4,6.76,90
edible,7.59,11.81,21.72,122
edible,8.99,17.62,5.32,68
edible,1.18,2.41,4.78,16
edible,9.79,17.52,8.97,60
edible,6.53,11.95,8.62,178
edible,2.14,3.81,6.19,179
edible,14.86,17.97,10.96,105
edible,14.5,34.96,16.0,20
edible,4.81,3.37,5.06,6
edible,4.92,9.83,8.23,132
edible,6.21,6.08,8.32,96
edible,5.47,8.21,5.13,109
edible,4.64,10.96,5.72,186
edible,17.87,33.94,14.74,159
edible,3.47,5.86,4.3,35
edible,7.66,13.14,5.45,173
edible,7.26,16.13,7.78,168
edible,4.47,9.07,7.94,51
edible,4.49,7.53,6.12,47
edible,12.78,15.8,2.54,69
edible,7.5,12.41,4.86,54
edible,5.78,21.91,6.95,5
edible,4.15,43.65,6.2,189
edible,4.55,9.56,5.15,148
edible,10.96,19.15,7.23,126
edible,5.1,13.39,4.56,32
edible,7.92,18.12,8.32,90
edible,8.97,20.0,7.55,86
edible,7.79,11.26,6.36,26
edible,20.52,19.95,29.22,45
edible,6.38,10.43,4.91,80
edible,3.13,3.37,4.27,151
edible,2.6,3.56,6.1,93
edible,7.22,13.55,4.73,182
edible,6.94,24.22,11.88,63
edible,8.48,16.48,4.27,73
edible,6.03,13.52,6.73,166
edible,14.99,35.7,15.99,171
edible,6.21,10.52,5.75,127
edible,10.5,18.31,9.34,78
edible,9.29,20.44,3.46,11
edible,13.47,25.02,7.43,105
edible,3.94,2.67,3.98,115
edible,15.93,16.91,10.42,184
edible,5.4,15.4,7.87,192
edible,19.91,64.8,17.44,56
edible,3.68,6.68,5.73,28
edible,1.3,2.33,4.24,30
edible,12.14,24.4,5.69,129
edible,7.43,8.98,6.12,94
edible,6.06,8.97,6.42,126
edible,10.36,22.03,8.45,14
edible,7.31,15.36,7.76,21
edible,9.95,15.47,10.43,6
edible,7.56,9.83,5.7,116
edible,6.33,14.05,6.68,31
edible,2.65,3.4,6.4,75
edible,7.42,24.76,12.34,180
edible,3.41,3.08,5.04,122
edible,9.18,16.93,6.5,13
edible,7.98,19.55,4.92,90
edible,2.69,2.8,4.25,27
edible,2.5,3.3,5.26,77
edible,0.82,0.97,4.88,31
edible,6.55,12.74,6.76,97
edible,3.57,5.12,6.49,85
edible,1.5,2.49,5.02,88
edible,5.21,7.26,4.58,47
edible,5.87,10.92,7.41,11
edible,12.53,24.93,6.23,96
edible,2.47,4.47,5.14,87
edible,8.01,10.96,6.61,195
edible,9.21,22.25,7.96,88
edible,5.69,7.37,3.27,48
edible,3.44,8.56,3.54,171
edible,4.26,9.15,5.7,44
edible,4.76,10.88,4.27,139
edible,5.79,19.48,5.92,29
edible,9.15,11.94,18.63,63
edible,4.2,9.94,3.96,145
edible,17.51,18.26,11.23,107
edible,2.95,4.41,7.19,90
edible,1.37,1.2,4.52,116
edible,11.98,26.69,7.91,90
edible,2.73,2.46,5.99,102
edible,5.46,4.49,5.53,66
edible,1.51,1.51,4.68,12
edible,2.82,3.38,3.83,117
edible,9.9,17.29,8.88,177
edible,6.95,10.66,7.75,150
edible,5.18,8.5,4.0,64
edible,7.14,18.09,6.16,64
edible,6.64,9.01,4.92,110
edible,8.66,12.48,8.12,6
edible,1.4,1.83,6.21,198
edible,14.31,17.15,2.65,95
edible,3.32,2.9,4.72,18
edible,1.16,1.61,5.75,52
edible,17.33,68.83,14.18,107
edible,8.76,25.66,12.45,60
edible,4.02,6.45,5.49,16
edible,0.73,0.85,5.02,59
edible,7.37,10.41,6.63,160
edible,18.03,18.41,23.71,114
edible,8.9,13.78,8.6,8
edible,3.26,7.06,5.93,40
edible,5.65,8.13,5.55,182
edible,7.6,28.34,5.44,135
edible,9.6,17.67,8.33,5
edible,4.4,11.83,5.27,21
edible,4.01,5.55,3.3,66
edible,3.38,5.28,3.25,52
edible,7.6,12.83,5.17,66
edible,6.65,9.16,6.68,73
edible,4.58,11.34,5.34,151
edible,4.7,9.89,8.2,107
edible,1.37,1.18,4.26,114
edible,12.44,22.88,8.93,166
edible,5.13,56.89,6.84,181
edible,10.61,21.93,6.93,179
edible,4.32,8.82,3.63,95
edible,8.54,18.0,8.15,118
edible,13.22,24.89,5.76,182
edible,8.99,16.21,2.6,93
edible,4.85,8.92,7.76,158
edible,3.62,5.81,6.3,60
edible,9.3,15.41,4.81,82
edible,7.44,10.47,2.15,18
edible,8.33,26.92,15.09,29
edible,5.43,14.64,4.55,136
edible,18.61,33.27,15.03,36
edible,7.8,15.68,5.59,86
edible,3.17,9.05,4.32,82
edible,7.78,14.27,6.58,197
edible,5.65,7.45,5.17,110
edible,8.08,19.63,6.35,193
edible,5.89,5.61,5.4,24
edible,4.73,8.87,6.52,78
edible,3.99,3.69,6.08,14
edible,11.23,22.6,7.82,127
edible,12.74,12.37,21.79,38
edible,9.82,21.61,8.29,193
edible,13.21,23.67,9.98,159
edible,19.16,82.65,20.41,44
edible,3.84,6.84,5.3,197
edible,10.77,15.47,2.32,131
edible,4.88,7.35,4.44,37
edible,6.11,11.85,5.51,75
edible,8.05,11.4,14.92,141
edible,7.82,16.03,6.49,148
edible,15.65,18.08,10.26,137
edible,8.93,18.15,7.26,102
edible,2.42,6.01,4.6,128
edible,2.95,2.79,6.53,155
edible,8.14,15.06,7.85,47
edible,8.1,12.8,7.97,118
edible,3.76,7.74,7.69,93
edible,10.13,17.33,6.26,189
edible,1.34,2.0,6.12,183
edible,3.91,47.66,6.45,17
edible,2.92,7.6,6.22,132
edible,4.92,10.0,3.48,156
edible,3.1,6.22,4.52,143
edible,6.35,6.04,7.35,56
edible,7.61,15.08,7.93,21
edible,8.44,12.05,7.16,169
edible,2.76,5.28,3.02,17
edible,6.9,13.99,4.71,194
edible,3.67,2.5,4.28,88
edible,3.55,6.29,4.99,101
edible,10.79,22.79,7.88,110
edible,3.84,8.62,7.82,100
edible,10.4,18.54,6.69,12
edible,8.53,21.82,3.28,60
edible,0.98,1.07,5.45,108
edible,4.35,13.01,7.37,87
edible,3.77,4.8,3.11,48
edible,1.42,1.46,5.06,192
edible,11.55,12.04,17.1,107
edible,8.03,31.06,7.5,116
edible,3.14,5.51,5.52,173
edible,11.03,14.09,24.14,153
edible,2.39,4.26,5.58,46
edible,6.43,5.58,6.14,161
edible,1.22,1.34,4.7,197
edible,5.79,8.25,5.42,149
edible,3.9,8.53,3.85,34
edible,6.26,23.26,9.85,30
edible,3.14,2.63,6.42,185
edible,5.99,8.94,5.51,129
edible,3.56,6.92,6.05,23
edible,5.44,8.07,4.42,57
edible,9.43,16.49,8.86,89
edible,5.86,9.61,6.46,21
edible,4.6,7.97,6.07,178
edible,5.15,8.28,5.43,108
edible,7.91,8.92,3.35,185
edible,19.46,34.13,15.3,109
edible,4.74,5.46,5.7,108
edible,11.21,22.84,9.02,196
edible,7.89,19.77,4.42,177
edible,5.08,4.86,4.21,181
edible,7.54,13.85,6.33,151
edible,1.05,1.39,3.03,128
edible,9.17,14.03,7.47,85
edible,6.24,11.06,2.97,197
edible,8.53,16.26,8.76,41
edible,52.25,32.75,5.67,125
edible,1.09,1.34,3.09,74
edible,8.46,13.31,7.9,158
edible,7.28,12.58,6.45,134
edible,7.95,12.14,6.48,63
edible,7.18,8.57,5.21,122
edible,5.12,5.69,8.61,137
edible,5.91,8.35,5.27,41
edible,10.68,17.04,5.77,35
edible,14.05,24.54,11.11,103
edible,1.18,1.65,3.56,98
edible,53.52,42.74,6.99,180
edible,9.76,11.26,8.95,10
edible,6.5,13.39,12.8,19
edible,7.29,22.73,10.35,147
edible,6.4,11.93,5.67,193
edible,5.5,7.63,5.23,20
edible,10.55,24.43,5.72,24
edible,3.16,6.37,3.38,81
edible,5.73,13.24,6.02,48
edible,8.34,23.66,9.82,174
edible,5.64,9.52,4.96,50
edible,16.32,16.88,10.32,99
edible,11.23,24.54,6.03,166
edible,3.6,7.59,6.5,68
edible,6.81,19.67,6.13,161
edible,1.7,2.53,5.03,135
edible,12.69,21.94,12.15,13
edible,12.51,22.47,9.01,157
edible,1.58,2.4,4.71,46
edible,1.68,2.31,6.74,178
edible,7.52,12.96,6.44,77
edible,6.42,13.29,6.13,88
edible,8.41,17.34,5.74,63
edible,5.34,21.06,4.87,25
edible,4.41,6.48,4.05,154
edible,6.17,13.5,4.94,161
edible,4.97,5.31,7.77,67
edible,4.61,9.48,6.31,77
edible,12.4,24.83,8.75,65
edible,0.81,0.81,4.92,68
edible,10.15,17.47,4.92,73
edible,5.54,4.0,4.79,172
edible,7.24,13.58,6.6,133
edible,8.33,22.2,7.82,110
edible,19.46,37.45,16.22,69
edible,6.6,11.13,6.56,126
edible,4.34,5.32,6.93,66
edible,4.95,6.77,4.1,186
edible,2.31,5.94,2.89,107
edible,5.86,9.59,6.81,64
edible,4.3,3.93,5.94,50
edible,5.87,12.83,5.68,9
edible,7.83,12.79,6.32,117
edible,6.79,13.75,3.99,154
edible,6.07,10.21,6.23,185
edible,10.33,32.62,8.03,74
edible,2.4,3.67,5.14,164
edible,10.78,24.51,7.62,15
edible,4.27,7.27,4.64,142
edible,5.8,12.88,12.14,171
edible,6.46,8.37,5.91,102
edible,5.94,9.54,6.37,35
edible,47.68,26.19,6.06,16
edible,5.91,23.08,5.9,112
edible,9.08,19.75,5.08,84
edible,3.98,5.72,3.67,170
edible,7.47,13.32,6.82,71
edible,4.41,12.23,5.58,198
edible,4.42,8.02,6.37,56
edible,6.88,10.21,6.07,137
edible,5.92,6.19,5.5,143
edible,10.37,26.03,7.01,29
edible,11.17,20.4,4.9,39
edible,22.63,37.69,17.95,167
edible,7.07,18.97,7.67,26
edible,8.57,24.62,5.39,169
edible,12.53,23.25,5.53,187
edible,8.84,12.86,8.32,100
edible,12.61,18.94,25.73,121
edible,8.09,25.71,11.07,196
edible,1.47,1.8,6.71,24
edible,2.79,3.08,5.88,110
edible,3.64,6.48,5.45,8
edible,13.71,16.86,9.52,22
edible,4.79,4.56,7.55,55
edible,1.37,1.39,4.72,24
